text,aspect1,aspect2,aspect3,aspect4,aspect5
resort nha_trang khuôn_viên hồ bơi đẹp phòng_ốc tốt nhân_viên thân_thiện ăn_sáng ngon 1 dịch_vụ quá_trình hoàn_thiện phục_vụ khách,1,1,1,0,0
dịch_vụ resort tốt nhân_viên phục_vụ ân_cần gần_gủi,1,0,0,0,0
đặt phòng deluxe giá 1t7 bốn_biển resort toilet phòng mùi khó_chịu giống mùi cống,0,-1,0,0,0
phòng deluxe máy_sấy_tóc bình nấu nóng,0,1,0,0,-1
phòng view biển nhìn đc 1 nửa dừa che_khuất,0,1,0,0,0
tóm_lại 1t7 giá_cả đắt dịch_vụ resort,0,0,0,-1,0
cảnh quang đẹp phòng hướng biển bờ_biển bãi_cát trắng_tinh mịn hồ bơi đẹp thích_hợp bé_nhỏ,0,1,0,0,0
khách_sạn có_nhà_hàng hướng biển nấu_ăn ngon ăn_sáng món hợp_khẩu_vị,0,0,1,0,0
phòng ở_đây rộng_rãi,0,1,0,0,0
phòng_tắm vòi sen phòng_tắm đẹp sạch_sẽ,0,1,0,0,1
máy_lạnh êm tv cũ đầy_đủ kênh muốn.,0,0,0,0,1
bữa_ăn ngon_miệng trứng bánh kếp chuối tuyệt_vời,0,0,1,0,0
nhân_viên khách_sạn thân_thiện tiếng ổn,1,0,0,0,0
phòng bãi_biển đẹp,0,1,0,0,0
nhân_viên phục_vụ nhiệt_tình,1,0,0,0,0
bữa_sáng thức_ăn ít gia_đình phòng_ăn vào_lúc 7g45 tg phục_vụ ăn_sáng 6-9g hầu_như không_còn lựa_chọn,-1,0,-1,0,0
mô_tả ghi free wifi sảnh phòng hoàn_toàn,0,0,0,0,1
phòng book phòng nhân_viên chudu24 khách_sạn phòng nhỏ khó đặt extra bed nghỉ phòng to bố_trí đồ_đạc đặt,0,-1,0,0,-1
khách_sạn phòng nhiều_muỗi đồ_ăn món nấu ổn,0,-1,1,0,0
resort không_xa khu trung_tâm dễ_dàng đi_lại,0,0,0,1,0
nhân_viên tiếp_tân vui_vẻ,1,0,0,0,0
phòng ok,0,1,0,0,0
ăn tạm_được mình quan_trọng ăn_uống lắm phòng khuôn_viên đẹp,0,1,1,0,0
bốn_biển resort khuôn_viên đẹp yên_tĩnh phục_vụ chu_đáo vấn_đề hài_lòng lắm drap trải giường cũ hơi ngả_màu vàng làm_cho cảm_giác phòng khách sạn không đẹp_lắm,1,-1,0,1,-1
phòng_ốc an_hải sơn resort kiên_giang tương_đối tốt thích nhất_là phượng đỏ sân,0,1,0,0,0
thức_ăn ngon giá đắt,0,0,1,1,0
phòng_ốc ngoại_cảnh hơi xuống_cấp,0,-1,0,0,0
khách_sạn nằm vị_trí đẹp mặt hướng biển lưng tựa núi,0,0,0,1,0
cơ_sở vật_chất thiết_kế hướng hiện_đại có_nhiều không_gian xanh thích_hợp du_lịch nghỉ dưỡng,0,0,0,0,1
đội_ngũ nhân_viên phục_vụ thân_thiện nhiệt_tình chuyên_nghiệp,1,0,0,0,0
gia_đình hài_lòng boutique hội_an resort resort yên_bình nhân_viên thân_thiện nhiệt_tình phòng hơi nhỏ,1,-1,0,0,0
boutique hội_an resort tốt,0,1,0,0,0
điều_hoà hỏng lục_cục sửa_chữa khó_chịu,0,0,0,0,-1
máy pha_cà_phê hỏng,0,0,0,0,-1
điện_thoại hỏng,0,0,0,0,-1
dọn_bẩn phục_vụ kém quét cát đầy sàn yêu_cầu dọn_lại quyét lau sàn được yêu_cầu,-1,0,0,0,-1
ưu_điểm resort nhỏ bố_trí hợp_lý yên_tĩnh phòng_ốc đẹp view đẹp,0,1,0,1,0
đồ_ăn ngon nhân_viên nhanh_nhẹn được_cái gọi xuất_hiện,1,0,1,0,0
resort đẹp nhân_viên phục_vụ tốt,1,1,0,0,0
không_gian yên_tĩnh khuôn_viên đẹp,0,0,0,1,0
nhìn_chung ổn giá_cả phù_hợp,0,0,0,1,0
nhân_viên nhiệt_tình tạo điều_kiện tốt khách đặt hủy phòng huỷ phòng,1,0,0,0,0
resort tốt mức_giá phù_hợp phòng hiện_đại,0,1,0,1,0
đặc_biệt chương_trình khuyến_mãi giảm_giá khách_hàng chudu24,0,0,0,1,0
hài_lòng phòng_ốc dịch_vụ ở_đây,1,1,0,0,0
buffet buổi_sáng hơi ít món,0,0,-1,0,0
phòng bình_thường đồ trang_trí giường hơi cũ một_tí chất_liệu vải,0,-1,0,0,-1
nhân_viên dễ_thương thân_thiện,1,0,0,0,0
vị_trí khu trung_tâm thích_hợp nghỉ dưỡng,0,0,0,1,0
mọi_thứ tốt ngoại_trừ 1 phục_vụ thức_ăn_sáng rất_tệđứng nấu phở chiên trứng thái_độ thân_thiện tôn_trọng khách việt_nam giống đào_tạo phục_vụ khách tây,1,0,-1,0,0
khách_sạn sạch_sẽ thoải_mái,0,1,0,0,0
bữa_sáng thay_đổi món 4 ở_đó ăn_uống món giống_nhau buffet,0,0,1,0,0
1 đêm boutique cảm_thấy hài_lòng dịch_vụ thái_độ nhân_viên tại_đây,1,0,0,0,0
nhân_viên nhiệt_tình niềm_nở sảnh bãi_cỏ bể_bơi sạch_sẽ,1,0,0,0,1
buồng_tắm sạch_sẽ đẹp thoát chậm gây_ra tràn sàn phòng_tắm,0,-1,0,0,1
resort nhỏ sạch_sẽ bãi_cỏ xanh bể_bơi nhỏ,0,1,0,0,-1
phòng đặt phòng loại rẻ phòng nhỏ,0,-1,0,0,0
boutique hội_an gió_mát món_ăn_ngon,0,0,1,0,0
còn_về boutique resort hội_an đánh_giá tạm_được,0,1,0,0,0
phòng thiết_kế sang_trọng ấm_cúng,0,1,0,0,0
thái_độ nhân_viên phục_vụ tận_tình,1,0,0,0,0
phòng khách_sạn nhân_viên khách_sạn tuyệt_vời,1,1,0,0,0
nhân_viên phục_vụ không nhiệt_tình chu_đáo khuôn_mặt lạnh_lùng hướng_dẫn khách phòng,-1,0,0,0,0
phòng_ngủ phòng_tắm rửa_mặt chảy chậm phía_dưới thoát được_nước tình_trạng ngập phòng_tắm,0,-1,0,0,-1
nhân_viên ở_đây nhiệt_tình chu_đáo khách,1,0,0,0,0
thức_ăn ngon phong_phú,0,0,1,0,0
nghiệm ăn ngon nhà_hàng resort rẻ ăn bên_ngoài,0,0,1,1,0
resort khánh_thành phòng_ốc đồ_đạc trông sạch_sẽ,0,1,0,0,0
phòng đẹp sàn_nhà hơi cũ vấn_đề,0,1,0,0,-1
phục_vụ chu_đáo,1,0,0,0,0
ăn_sáng ngon phong_phú,0,0,1,0,0
hội_an boutique 2 đêm resort nhỏ đẹp bể_bơi bãi_biển vắng thoải_mái,0,0,0,1,0
buffet ngon đa_dạng mỗi_tội phòng chút vấn_đề hệ_thống thoát,0,1,1,0,-1
nhân_viên phục_vụ tận_tình chuyên_nghiệp,1,0,0,0,0
resort nhỏ dịch_vụ tốt phòng rộng sạch_sẽ nhân_viên nhiệt_tình vui_vẻ chuyên_nghiệp,1,1,0,0,0
buffet đầy_đủ,0,0,1,0,0
buồng phòng đẹp đặc_biệt bộ_phận phòng chăm_chỉ phòng dọn 2 /ngày cảm_thấy thật thoải_mái tối đi_chơi phòng được sạch_sẽ,1,1,0,0,0
resort thực_tế đẹp ảnh giới_thiệu phòng tiện_nghi hiện_đại,0,1,0,1,0
giá_cả nhân_viên niềm_nở nhiệt_tình nói_chung ổn chọn đi_nghỉ hội_an,1,0,0,0,0
resort phòng đẹp hơi nhỏ thiết_kế hợp_lý tạo cảm_giác thoáng đãng kỳ_nghỉ,0,1,0,0,0
buffet ok món hợp_miệng buổi_trưa tối ăn ăn nhà_hàng resort món_ăn việt_nấu phù_hợp với khẩu_vị khách bắc nấu bớt cay hương_vị đặc_trưng đồ_ăn miền_trung,0,0,1,0,0
phòng_ốc đẹp hơi tiếc bồn_tắm,0,1,0,0,-1
hội an boutique ok thân_thiện gần_gũi hơn_nữa giá_cả hợp_lý,1,1,0,1,0
không_có_gì phàn_nàn dịch_vụ boutique hội_an,1,0,0,0,0
nhân_viên chu_đáo nhiệt_tình giá_cả không đắt,1,0,0,1,0
nhân_viên lễ_tân khách_sạn thân_thiện xử lí tình_huống nhanh đáp_ứng nhu_cầu khách_hàng khách đổi phòng bồn_tắm,1,0,0,0,0
thức_ăn phòng khách_sạn ok sạch_sẽ,0,1,1,0,0
nhìn_chung dịch_vụ chudu24 boutique tốt giải_quyết vấn_đề phát_sinh hết_sức hiệu_quả,1,0,0,0,0
chất_lượng phòng đôi_chút vấn_đề nhỏ đề_nghị boutique giải_quyết triệt_để cụ_thể tiêu_chuẩn chiếu_sáng thấp phòng bị_tối hại mắt căng_thẳng thần_kinh giường nhỏ tranh gương treo lệch tạo cảm_giác bất_an,0,-1,0,0,-1
dịch_vụ boutique hoàn_hảo đánh_giá,1,0,0,0,0
khu resort khánh_thành phòng trang_thiết_bị đẹp,0,1,0,0,1
phong_cảnh phong_cách thiết_kế bài_trí phòng đẹp trang_nhã,0,1,0,0,0
nhân_viên phục_vụ nhiệt_tình resort bãi_biển riêng đẹp nhân_viên cứu_trợ thường_trực bãi_biển hồ bơi,1,0,0,0,0
dịch_vụ đặt phòng nhanh gọn tiện_lợi tạo cảm_giác chuyên_nghiệp khách,1,0,0,0,0
khuôn_viên boutique đẹp phòng thoáng đãng không_gian sân vườn bể_bơi bãi_biển đẹp yên_tĩnh cây_xanh,0,1,0,1,1
phòng nội_thất lịch_sự sạch_sẽ,0,1,0,0,1
đội_ngũ nhân_viên nhiệt_tình niềm_nở phục_vụ chu_đáo,1,0,0,0,0
đồ_ăn resort ngon menu đa_dạng giá_cả hợp_lý,0,0,1,1,0
dịch_vụ internet mini bus đưa_đón phố cổ tiện_lợi,0,0,0,0,1
hài_lòng dịch_vụ khách_sạn trang_thiết_bị khách_sạn cũ kĩ không_hiện_đại,1,0,0,0,-1
kỳ_nghỉ dưỡng thoải_mái tại_đây hài_lòng dịch_vụ khách_sạn,1,0,0,0,0
trang_thiết_bị phòng_ốc tốt phòng đẹp hiện_đại,0,1,0,0,1
bữa_sáng có_nhiều sự_lựa_chọn hợp_khẩu_vị,0,0,1,0,0
bữa_tối ngon,0,0,1,0,0
nhân_viên thân_thiện phục_vụ chu_đáo,1,0,0,0,0
nhân_viên hồ bơi chuyên_nghiệp có_điều check out hơi_lâu tùm_lum,1,0,0,0,0
khách_sạn trang_thiết_bị hư,0,0,0,0,-1
chẳng_hạn vòi sen phòng hư kêu nhân_viên khách_sạn sửa,0,0,0,0,-1
phòng hồ bơi phòng nhỏ cảm_thấy thoải_mái,0,1,0,0,0
phục_vụ chu_đáo phòng thiếu xà_bông tắm khăn_tắm gọi_điện tiếp_tân nhờ,1,0,0,0,-1
nhà_hàng nấu_ăn_ngon món đặc_sản lầu bánh vạc hellip món đặc_trưng dải_đất miền_trung,0,0,1,0,0
loại dịch_vụ spa chuyên_nghiệp hài_lòng,1,0,0,0,0
được_cái phục_vụ nhanh gọi liền,1,0,0,0,0
dịch_vụ spa massage cũng_được,1,0,0,0,0
thái_độ cung_cách phục_vụ nhân_viên tạm chấp_nhận,-1,0,0,0,0
thủ_tục phòng nhanh check out chậm,-1,0,0,0,0
khách_sạn trang_trí đẹp trang_nhã sang_trọng,0,1,0,0,0
đường truyền internet ổn_định lắm_khi download tài_liệu đồng_nghiệp gửi,0,0,0,0,1
nhà_hàng nấu_ăn thích món_ăn,0,0,1,0,0
tiếp_tân dễ_thương,1,0,0,0,0
món_ăn bày_trí công_phu kiểu_cách ngon hơi mắc tiền nhà_hàng đẳng_cấp,0,0,1,-1,0
phòng biệt_thự trang_bị đầy_đủ tiện_nghi sinh_họat gia_đình gian bếp nhỏ đồ_dùng làm_bếp lò_vi_sóng máy_giặt,0,1,0,0,1
chất_lượng dịch_vụ an hoa residence luxury villas tốt,1,0,0,0,0
cảm_ơn chudu24 nhớ chudu24 giới_thiệu gia_đình biết_được resort phòng đẹp đầy_đủ tiện_nghi nhân_viên thân_thiện an_hoa đồ_ăn ngon,1,1,1,0,1
chọn phòng suit amatic hướng biển hồ bơi view cực đẹp thiết_bị hiện _đại,0,1,0,1,1
khuôn_viên khách_sạn yên_tĩnh sạch_sẽ phòng chất_lượng cao,0,1,0,1,0
bãi_biển riêng đồ_ăn ngon,0,0,1,0,0
riêng đồ_ăn ít món lựa_chọn ăn_sáng nhiêu món ăn bể bụng nước_uống lựa_chọn,0,0,1,0,0
nhân_viên phục_vụ tận_tình vui vẽ thân_thiện,1,0,0,0,0
bãi_biển đẹp nhân_viên phục_vụ vui_vẻ nhiệt_tình thân_thiện vị_trí đẹp,1,0,0,1,0
ăn_sáng ít món ngon_miệng trang_thiết_bị cũ,0,0,-1,0,-1
an hoa residence luxury villas vị_trí đẹp biển nhân_viên nhiệt_tình dễ_thương,1,0,0,1,0
an hoa residence luxury villas vị_trí tốt cảnh_quan đẹp phòng_ốc sạch_sẽ đầy_đủ tiện_nghi thích_hợp gia_đình đông_người trẻ_nhỏ thanh_thiếu_niên thích nhất_là tiệc bbq tổ_chức bể_bơi,0,1,0,0,0
đặc_biệt nhân_viên thân_thiện nhiệt_tình đồ_ăn ngon phòng hiện_đại,1,1,1,0,0
xin cảm_ơn chudu24 kỳ_nghỉ_ngơi nghĩa nhân_viên dịch_vụ nhiệt_tình,1,0,0,0,0
nhân_viên an hoa residence luxury villas vũng_tàu vui_vẻ nhiệt_tình check in sớm check out trễ,1,0,0,0,0
kì nghỉ tuyệt tại_đây phòng đẹp ăn ngon,0,1,1,0,0
đặt phòng thường_tại an hoa reridence luxury villas vũng_tàu upgrade phòng villa phòng trang_trí đẹp đầy_đủ tiện_nghi sạch_sẽ,0,1,0,0,0
gia_đình lần_đầu an hoa residence hoàn_toàn hài_lòng phong_cách phục_vụ penthouse rộng_rãi thoải_mái yên_tĩnh,1,1,0,0,0
nhân_viên thân_thiện nhiệt_tình,1,0,0,0,0
nói_chung địa_thế đẹp,0,0,0,1,0
tiện nghị chấp_nhận cảm_giác ấm_cúng thực_sự bất_ngờ nhân_viên phục_vụ tận_tình,1,0,0,0,1
phòng villa rộng_rãi đồ_đạc đầy_đủ tiện_nghi ở_nhà thiếu thứ_gì,0,1,0,0,1
hoàn_toàn hài_lòng sự_phục_vụ nhân_viên ở_đây nhiệt_tình chu_đáo vui_vẻ quan_tâm khách_hàng,1,0,0,0,0
phong_cảnh đẹp,0,0,0,1,0
villa đẹp tiện_nghi,0,0,0,1,0
dịch_vụ tốt,1,0,0,0,0
xã khen món_ăn ngon có_lẽ hợp_khẩu_vị,0,0,1,0,0
phòng muỗi phòng_ngủ máy_lạnh phòng hầu_như không_dùng,0,-1,0,0,-1
thức_ăn ngon mắc,0,0,1,-1,0
dịch_vụ an lâm_tương đối tốt nhân_viên quản_gia dễ_thương khung_cảnh yên_bình thích_hợp kỳ_nghỉ,1,0,0,0,0
đầy_đủ trang_thiết_bị chia_làm phòng_ngủ tầng phòng_khách đẹp phòng_tắm tầng_trệt hồ bơi riêng,0,1,0,0,1
tuyệt couple trò_chơi biển món_ăn ngon phòng đẹp hình_như xui hay_sao phòng loa hư cúp nhạc mỗi_lần on đợi load rất_lâu,0,1,1,0,-1
1 ở_ẩn cảm_thấy hài_lòng cung_cấp phục_vụ ở_đây nhân_viên vui_vẻ niềm_nở chào_hỏi hài_lòng quay_lại 1 1 khuyết_điểm phòng_ngủ ghế ngồi trang_điểm,1,1,0,0,0
an lâm_ninh_vân resort tuyệt_vời,0,0,0,1,0
phòng_ốc sạch_sẽ mát_mẻ đầy_đủ tiện_nghi,0,1,0,0,1
nhân_viên nhiệt_tình chu_đáo quan_tâm vị khách,1,0,0,0,0
đầu_bếp nấu ngon,0,0,1,0,0
chỉ_có buffet phong_phú lắm,0,0,1,0,0
đêm villa 1 phòng_ngủ bể_bơi riêng phòng_ốc tiện_nghi đồ_dùng thư_giãn,0,1,0,0,1
bếp trưởng đồ_ăn ngon vợ_chồng thích,0,0,1,0,0
cá_thu bếp trưởng chuẩn_bị mang_về tươi ngon cắt_khúc riêng túi nilon tiện chế_biến món_ăn,0,0,1,0,0
hài_lòng phục_vụ nhân_viên chu_đáo tận_tâm,1,0,0,0,0
thật_sự kỳ_nghỉ tuyệt an_lâm ninh_vân bay sự_thân_thiết nhiệt_tình phục_vụ nhân_viên tại_đây khung_cảnh riêng_tư lãng_mạn thật_sự tận_hưởng kỳ_nghỉ cảm_ơn chief cook bữa_ăn ngon,1,0,1,0,0
staff an lâm_ninh vân bay thân_thiện tổ_chức chuyên_nghiệp tốt,1,0,0,0,0
đây_đúng nơi_nghỉ dưỡng tuyệt_vời việt_nam phong_cách phục_vụ nhiệt_tình,1,0,0,1,0
thức_ăn nấu hợp_khẩu_vị,0,0,1,0,0
an lâm lagoon villa 2 phòng_ngủ đẹp thức_ăn_ngon phục_vụ ân_cần chu_đáo,1,1,1,0,0
nhân_viên thân_thiện nhiệt_tình cảnh_đẹp bài_trí lãng_mạn,1,0,0,1,0
giá phòng nghỉ hợp_lý giá thức_ăn ở_đây hơi mắc giá_cả cải_thiện hợp_lý túi_tiền du_khách việt_nam tuyệt_vời,0,1,0,-1,0
ý_tưởng thiết_kế khu resort thật_sự ấn_tượng,0,0,0,1,0
nhân_viên resort managers staffs tuyệt_vời,1,0,0,0,0
phòng_ốc thoáng_mát dịch_vụ tuyệt_vời nhân_viên thân_thiện,1,1,0,0,0
nhà_hàng ở_đây nấu_ăn ngon tinh_tế thích nhất_là nhà_hàng bể_bơi ngay_cạnh bờ_biển khung_cảnh đẹp thưởng_thức bữa_tối bờ_biển ánh nến lung_linh vs live music lãng_mạn hihi,0,0,1,1,0
phái đội_ngũ nhân_viên ở_đây thân_thiện chuyên_nghiệp nhẹ_nhàng cảm_ơn thúy butler chu_đáo nhiệt_tình,1,0,0,0,0
đội_ngũ nhân_viên phục_vụ tốt chu_đáo chuyên_nghiệp tạo cảm_thân quen khách,1,0,0,0,0
gia_đình đặc_biệt ấn_tượng đội_ngũ nhân_viên thân_thiện ân_cần chuyên_nghiệp,1,0,0,0,0
bộ_phận nhà_hàng nấu_ăn ngon phục_vụ giờ đặt phòng đẹp gồm bữa_sáng bữa_trưa miễn_phí ăn_sáng muộn ăn_trưa vào_lúc 3 4 giờ ăn bữa nhẹ buổi_tối 21h,1,1,1,0,0
thức_ăn ngon hơi đắt,0,0,1,-1,0
nhân_viên ở_đây tận_tình chu_đáo,1,0,0,0,0
resort nằm vị_trí đẹp phòng_ốc tiện_nghi đẹp,0,1,0,1,0
đặc_biệt nhân_viên ở_đây chăm_sóc khách_hàng tận_tình chu_đáo,1,0,0,0,0
thực_sự hài_lòng chuyến nghỉ dưỡng an lâm_ninh vân bay resort phòng nghỉ đẹp yên_bình dịch_vụ tốt thức_ăn_ngon nhân_viên chu_đáo,1,1,1,0,0
nhân_viên nhiệt_tình yêu_cầu khách_hàng,1,0,0,0,0
khu_nghỉ_mát tính_năng cao_cấp rộng_rãi hẻo_lánh xa trung_tâm thành_phố,0,1,0,-1,0
dịch_vụ quản_gia kín_đáo hiệu_quả,1,0,0,0,0
nhân_viên tiếng thân_thiện du_khách,1,0,0,0,0
ăn trái_cây resort 5 chuẩn_bị chu_đáo hơi kỳ thái_độ phục_vụ nhân_viên nhà_hàng lấy_lại điểm hoàn_toàn,1,0,1,0,0
ngoại_trừ bãi_biển cát mịn còn_lại mọi_thứ tuyệt nơi_nghỉ_ngơi ăn_uống dịch_vụ sự_chăm_sóc nhiệt_tình nhân_viên quản_gia,1,0,1,0,0
thật khách_sạn đẹp thế_giới chắc_chắn,0,1,0,0,0
đội_ngũ nhân_viên ở_đây phục_vụ chu_đáo món_ăn_ngon_miệng khung_cảnh đồi khách_sạn hết_sức tuyệt_vời,1,0,1,1,0
hài_lòng chất_lượng phục_vụ thái_độ tiếp_đón lịch_sự thân_thiện an lâm ninh vân bay,1,0,0,0,0
resort đẹp nhân_viên nhiệt_tình chuyên_nghiệp,1,0,0,0,0
thức_ăn ngon hoạt_động bổ_ích tham_gia chèo_thuyển leo núi đi_bộ xuyên_rừng câu_cá đạp xe,0,0,1,0,0
phòng nghỉ ấn_tượng sang_trọng,0,1,0,0,0
2 đêm tại_đây ấn_tượng đẹp ki nghĩ all dịch_vụ chuyên_nghiệp khung_cảnh tuyệt_vời,1,0,0,1,0
an lâm vị_trí tốt không_khí lành,0,0,0,1,0
gần_gũi thiên_nhiên nội_thất đẹp sang_trọng view nhìn vịnh ninh vân đẹp cung_cách phục_vụ lịch_sự niềm_nở đồ_ăn ngon,1,0,1,0,1
thiện_cảm phút_đầu phong_cảnh đẹp sự_tiếp_đón ân_cần thân_thiện quản_lý nhân_viên resort,1,0,0,1,0
đầu_bếp nấu_ăn ngon,0,0,1,0,0
chất_lượng tốt khung_cảnh tuyệt_vời thức_ăn_ngon nhân_viên phục_vụ nhiệt_tình,1,0,1,0,0
đánh_giá chung tốt phục_vụ nhân_viên đến_nơi riêng_tư thoải_mái thức_ăn ngon,1,0,1,0,0
sư hiếu_khách tinh_thần_phục vụ tận_tụy chuyên_nghiệp đội_ngũ nhân_viên ở_đây cảm_thấy thoải_mái ở_nhà,1,0,0,0,0
đặc_biệt thức_ăn món_ăn western món_ăn vietnamese chế_biến ngon,0,0,1,0,0
resort co khu vườn xung_quanh hoang_sơ không_có nổi_bật phòng bố_trí thoáng thoải_mái hồ bơi phòng lạnh bé dầm suốt lo bé bị_cảm,0,1,0,-1,0
điểm tuyệt nhất_là nhà_hàng nấu_ăn ngon bbq hải_sản tươi sống,0,0,1,0,0
hài_lòng dịch_vụ an lâm_ninh vân bay,1,0,0,0,0
phòng_ốc tiện_nghi khung_cảnh đồ_ăn tuyệt,0,1,1,0,0
staff khu resort thân_thiện,1,0,0,0,0
ấn_tượng phong_cách phục_vụ an lâm_ninh vân bay,1,0,0,0,0
phục_vụ chuyên_nghiệp thân_mật,1,0,0,0,0
phong_cảnh tuyệt đẹp thái_độ phục_vụ miễn chê ẩm_thực tuyệt_vời,1,0,1,1,0
dịch_vụ phục_vụ nhân_viên thân_thiện chuyên_nghiệp,1,0,0,0,0
phòng khách_sạn không_có đáng_chê_trách tiện_nghi thoải_mái,0,1,0,0,-1
buffet ngon hợp_khẩu_vị món_ăn đa_dạng phong_phú,0,0,1,0,0
nhân_viên phục_vụ chu_đáo thức_ăn ngon nơi_nghỉ dưỡng yên_tĩnh thoải_mái,1,0,1,0,0
tivi thường_xuyên chập giật phim nghe_nhạc,0,0,0,0,-1
phòng_ốc dọn_dẹp sạch_sẽ gọn_gàng đi_ra điểm_khách biệt resort,0,1,0,0,0
an lâm sự_chọn_lựa đúng_đắn thú_vị vợ_chồng gần_gũi thiên_nhiên nội_thất đẹp sang_trọng view nhìn vịnh ninh vân đẹp bãi_biển hoàn_toàn yên_tĩnh cung_cách phục_vụ lịch_sự niềm_nở đồ_ăn ngon,1,0,1,0,1
nhân_viên phục_vụ tốt nhiệt_tình đồ_ăn ngon khung_cảnh thiên_nhiên,1,0,1,1,0
resort đẹp đồ_ăn ngon phục_vụ tốt,1,0,1,0,0
đẹp phong_cảnh thật lãng_mạn khí_hậu tuyệt_vời cấu_trúc villa đẹp sang_trọng phục_vụ chỗ chê nhất_là sự_chào_đón nồng_nhiệt ấm_cúng phái đoán nhân_viên tại_nơi sự_tiếp_khách phục_vụ chào_đón nhiệt_tình,1,0,0,0,0
phục_vụ chuyên_nghiệp nhiệt_tình thân_thiện,1,0,0,0,0
nhà_hàng giá_cả hơi cao nấu_ăn_ngon,0,0,1,-1,0
nhân_viên nhiệt_tình phòng thoáng_mát rộng_rãi,1,1,0,0,0
đồ_ăn ngon,0,0,1,0,0
nhược_điểm xa trung_tâm thành_phố chuẩn_bị kỹ trước_khi,0,0,0,-1,0
resort view đẹp,0,0,0,1,0
dịch_vụ tốt thức_ăn_ngon phong_cảnh hữu_tình lãng_mạn,1,0,1,1,0
1 lý_tưởng tuần_trăng_mật ở_đây view đẹp,0,0,0,1,0
nhân_viên chuyên_nghiệp nhiệt_tình thân_thiện,1,0,0,0,0
bữa_ăn ngon đầu_bếp vui_tính trang_trí món_ăn tinh_tế cẩn_thận hợp_khẩu_vị,0,0,1,0,0
dịch_vụ phục_vụ chu_đáo spa chuyên_nghiệp,1,0,0,0,0
đặc_biệt ấn_tượng đồ_ăn ở_đây,0,0,1,0,0
món_ăn hương_vị việt_nam phương_tây nấu ngon vừa_miệng,0,0,1,0,0
nhân_viên đào_tạo chuyên_nghiệp nhiệt_tình thân_thiện,1,0,0,0,0
nhà_hàng nấu_ăn ngon giá_cả hơi đắt chồng ăn bên_ngoài,0,0,1,-1,0
dịch_vụ spa chuyên_nghiệp khung_cảnh đẹp hướng biển,1,0,0,1,0
phòng đẹp sang_trọng  nhân_viên thân_thiện,1,1,0,0,0
chất_lượng dịch_vụ cam_ranh riviera beach resort spa tốt,1,0,0,0,0
nhân_viên thân_thiện nhiệt_tình hiếu_khách,1,0,0,0,0
chất_lượng phòng dịch_vụ đi_kèm tốt,1,1,0,0,0
trang_thiết_bị phòng tiện_nghi view phòng đẹp,0,1,0,0,1
phòng rộng rãi sạch_sẽ một_vài chi_tiết nhỏ thiết_kế thiếu mức_độ tiện_dụng sử_dụng thoải mái chuẩn 5 tập_trung khu_vực bathroom wc,0,1,0,0,1
nhân_viên phục_vụ ân_cần chu_đáo,1,0,0,0,0
thức_ăn ngon,0,0,1,0,0
giá phòng_hơi đắt 1 resort đẳng_cấp phòng tiện_nghi hiện_đại,0,1,0,-1,0
nhân_viên thân_thiện thức_ăn_ngon phòng design cẩn_thận đẹp,1,1,1,0,0
nhân_viên thân_thiện nhiệt_tình hiếu_khách,1,0,0,0,0
phòng executive đẹp rộng_rãi thoáng_mát,0,1,0,0,0
chỉ_có giá thức_ăn hơi địa_điểm 5,0,0,0,1,0
nhân_viên nhiệt_tình,1,0,0,0,0
nhân_viên phục_vụ tốt nhiệt_tình,1,0,0,0,0
phòng đẹp sang_trọng rộng_rãi,0,1,0,0,0
thất_vọng vấn_đề ăn_sáng resort món_ăn ko hấp_dẫn mà_lại nhân_viên phục_vụ dịch_vụ chậm,-1,0,-1,0,0
ăn_sáng ít món ăn lựa_chọn,0,0,-1,0,0
phòng đẹp áp_dụng khuyến_mãi giá,0,1,0,1,0
an lâm river khung_cảnh không_gian yên_bình phòng nghỉ tương_đối sang_trọng nhân_viên thân_thiện thức_ăn_ngon dịch_vụ spa hơi mắc khách_sạn 5,1,1,1,1,0
giá phòng an lâm_nếu khu du_lịch biển hơi chương_trình khuyến_mãi thu_hút khách việt_nam nghỉ dưỡng tại_đây,0,1,0,1,0
khách_sạn dễ_thương nhân_viên thân_thiện không_gian tuyệt,1,0,0,1,0
resort nhà_hàng dễ_thương món_ăn ngon nhân_viên ân_cần đáp_ứng yêu_cầu,1,0,1,0,0
khung_cảnh nhìn nhà_hàng đẹp thực_đơn món điện phòng hỗ_trợ đầy_đủ cơ_sở vật_chất,0,0,0,1,1
nhân_viên phục_vụ thân_thiện,1,0,0,0,0
dịch_vụ tốt nhân_viên khách_sạn ân_cần chu_đáo,1,0,0,0,0
đồ_ăn ở_đây ngon món_ăn đa_dạng hợp khẩu_vị,0,0,1,0,0
phòng ở_đây đẹp sang_trọng đồ trang_trí cảnh_vật xung_quanh dễ_thương,0,1,0,0,1
phục_vụ tốt hơi đắt tiền,1,0,0,-1,0
nhân_viên chuyên_nghiệp không_được nhiệt_tình lắm,-1,0,0,0,0
vị_trí phòng thứ_hai thật đẹp hai_mặt kính lùa nhìn biển bên_trong tiêu_chuẩn 2 sao. máy_lạnh cũ điều_chỉnh nhiệt_độ mong,0,-1,0,1,-1
phòng ana mandara huế beach resort spa đẹp đồ_ăn phong_phú nếu_được quay trở_lại huế chọn ana mandara,0,1,1,0,0
