text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
"sản_phẩm_chất_lượng giao đủ , đóng_gói rất chắc_chắn kĩ_lưỡng sẽ ủng_hộ shop tiếp",0,0,0,1,1,0
"đã nhận được hàng và hài_lòng với shop , sẽ tiếp_tục ủng_hộ shop nữa vì gói hàng rất cẩn_thận và đẹp , không bị rách hàng khi nhận được .",0,0,0,0,1,0
giao hàng nhanh,0,0,0,0,1,0
giao hàng nhanh . ship nhiệt_tình . ủng_hộ tiếp lần sau 😍,0,1,0,0,1,0
"mua của shop rất nhiều lần , rất ưng_ý khâu đóng_gói . sp chất_lượng . cảm_ơn shop nhé",0,0,0,1,1,0
"tuyệt_đỉnh mua nhiều lần lắm rồi , nhưng không có giao trong 4h mình rất tiếc khi nói nên shope sẽ giao trong vòng 4h nhưng toàn giao ngày_mai ngày mốt không",0,0,0,0,-1,0
thời_gian giao hàng nhanh ! đóng_gói sản_phẩm chắc_chắn ! đưpj !,0,0,0,0,1,0
"thời_gian giao hàng nhanh , mình mua shop nhiều lần và con mình uống sữa tốt lắm",0,0,0,1,1,0
giao hàng nhanh trừ sữa thơm lắm trừ bé hợp_tác trừ giá oke trừ sẽ ủng_hộ tiếp !,1,0,0,1,1,0
chất_lượng sản_phẩm tuyệt_vời . shop giao hàng nhanh và đóng_gói sản_phẩm đẹp,0,0,0,1,1,0
đã mua của shop rất nhiều lần . lần nào cũng đóng_gói cẩn_thận . giao hàng rất nhanh,0,0,0,0,1,0
giao hàng nhanh sữa chưa cho con uống nên không bt như nào nhưng sẽ ủng_hộ shop tiep,0,0,0,0,1,0
shop bán hàng giá tốt . trả_lời khach nhiệt_tình . đóng_gói cẩn_thận 🥰,1,1,0,0,1,0
shop giao hàng rất gói chuyên_nghiệp và đẹp . đã mua khá nhiều lần đều hài_lòng . tks shop 5 sao,0,0,0,0,1,0
"giao hàng siêu_tốc , đã mua rất nhiều lần nên rất yên_tâm về , chất_lượng",0,0,0,1,1,0
"sữa đúng hàng chuẩn , đã mua của shop lần đầu , dùng rất ngon nên lần này quất luôn 2 hộp",0,0,0,1,0,1
"đã nhận được hàng của lần 2 rồi , gọi nowship nên rất nhanh nhé",0,0,0,0,1,0
đóng_gói sản_phẩm rất cẩn_thận .,0,0,0,0,1,0
do quá_trình vẫn chuyển bị méo tí hộp nhưng bên trong vẫn nguyên_vẹn . mình đang trải nghiệm .,0,0,0,0,-1,0
"đóng_gói cẩn_thận chắc_chắn giao hàng nhanh_chóng , sản_phẩm_chất_lượng tốt hạn sử_dụng xa",0,0,1,1,1,0
đóng_gói hàng cẩn_thận . giao hàng chuẩn . chưa dùng thử nên chưa biết thế_nào . hy_vọng con hợp . 🤗,0,0,0,0,1,1
"bỉm mềm , dùng cực thích . mua lần này là lần 3 tại shop , ủng_hộ dài_dài",0,0,0,1,0,0
giao hàng nhanh . bọc hàng cẩn_thận . vỏ ngoài không méo nhưng hộp trong bị méo . shop giao vỏ méo tí thì nên note hoặc nhắc trước để khách thông_cảm,0,0,0,0,1,0
"giao hàng nhanh , sp ok giá lại rẻ so với thị_trường ben ngoài , buồn cái gần tết rồi ma không co quà tặng gì , mình mua ở shop này cũng mấy lần rồi",1,-1,0,1,1,0
"mua nhìu lần ở shop rồi , sản_phẩm thì oke đúng chuẩn , nhưng mỗi tội phí ship quá cao và vận_chuyển khá lâu vào hcm",0,0,0,0,-1,1
"date xa . mua 4 hộp đóng_gói cẩn_thận không móp . , sữa chưa sử_dụng nên không biết chất_lượng . , nhưng cho shop 5 sao",0,0,1,0,1,0
hàng đóng_gói quá xấu . bóp_méo,0,0,0,0,-1,0
chất_lượng sản_phẩm tốt . đóng_gói đẹp . shop phục_vụ tốt . giao hàng nhanh,0,1,0,1,1,0
shop giao hàng nhanh . chưa dùng sản_phẩm nên chưa biết chất_lượng . sẽ phản_hồi lại cho shop sau khi dùng,0,0,0,0,1,0
"sản_phẩm rất tốt , váng sữa ngon mà không ngọt quá , phù_hợp với bé . hình_ảnh và video mang tính_chất lấy xu thôi ạ",0,0,0,1,0,0
"hộp sữa đẹp không bị móp , hạn sử_dụng mới_tinh như những hộp mình mua ở cửa_hàng gần nhà , sau_hết sẽ mua tiếp . ngon bổ rẻ .",0,0,1,0,1,0
"mua lần 2 rồi . date xa ,",0,0,1,0,0,0
hàng chất_lượng oke lắm ạ mua không biết_bao_nhiêu lần rồi ạ cho shop 5 sao,0,0,0,1,0,0
shop giao hàng nhanh . đóng_gói cẩn_thận . giá hợp_lý và còn có quà nếu mua nhiều,1,0,0,0,1,0
"sữa hàng hạn sử_dụng mới , không biết mẫu shop giao là mẫu cũ hay mẫu mới , vì thấy khác với hàng mình mua ngoài",0,0,1,0,0,0
"shop phục_vụ rất tốt . , ship luôn khi nhận đơn hàng . , giá lại tốt nữa . thx_shop",1,1,0,0,1,0
"mượn tạm cái video , hàng giao khá nhanh , shop phục_vụ rất tốt , vừa đặt hôm trước hôm sau đã nhận được hàng . chất_lượng thì không dùng nên không biết .",0,1,0,0,1,0
"sữa chính hãng , hạn sử_dụng xa , thơm ngon nhé",0,0,1,1,0,1
sữa hạn sử_dụng xa,0,0,1,0,0,0
chất_lượng tốt . giao hàng nhanh . sẽ ủng_hộ shop nếu cần mua tiếp,0,0,0,1,1,0
giao hàng siêu nhanh . sản_phẩm đóng_gói chắc_chắn và đầy_đủ . check được mã,0,0,0,0,1,1
"giao hàng nhanh_chóng , đóng hàng cẩn_thận .",0,0,0,0,1,0
sản_phẩm đúng với hình_ảnh của shop giá_thành sản_phẩm cũng như chất_lượng rất tốt,1,0,0,1,0,1
rất tốt đúng chủng_loại,0,0,0,1,0,1
shop giao hàng rất nhanh . đóng_gói chắc_chắn . hình_thức túi sữa mới không bung rách chỗ nào . cho shop 5 sao,0,0,0,0,1,0
sản_phẩm đúng mô_tả . hi_vọng con thích,0,0,0,0,0,1
"đã mua của shop rất nhiều lần , giao hàng rất nhanh , bọc hàng cũng rất cẩn_thận , sẽ mua nhiều lần tiếp_theo",0,0,0,0,1,0
"sản_phẩm tốt nha , hạn sử_dụng còn xa 202 lận , giá bán cạnh_tranh so với shop bên ngoài",1,0,1,1,0,0
"đóng_gói cẩn_thận , thời_gian giao hàng nhanh . mua được giá flash sale lại áp thêm mã giảm_giá nên quá rẻ luôn",1,0,0,0,1,0
"giá rẻ , hạn sử_dụng mới , giao rất nhanh . mua nhiều r nên yên_tâm với shop 🌺 ⭐ ️ 😌 😘 ❤ ️",1,0,1,0,1,0
"chất_lượng tốt , giao hàng nhanh_trừ đủ , shop nhiệt_tình , dễ_thương ❤ ️ ❤ ️ ❤ ️",0,1,0,1,1,0
"giao hàng nhanh . sữa đúng loại , mẫu_mã . mua trong đợt sale nên được giảm 1 chút , mỗi tội shop chỉ cho mua 3 hộp : )",1,0,0,0,1,1
giao hàng nhanh lần nào shop cũng gửi đúng quà chất_lượng hài_lòng,0,1,0,1,1,0
sản_phẩm tốt . uy_tín chất_lượng . ủng_hộ shop dài_dài,0,0,0,1,0,1
"shop giao hàng nhanh , sản_phẩm không được bao linon bên ngoài như hộp trước mình mua . sản_phẩm phù_hợp với giá tiền . cảm_ơn shop",1,0,0,0,-1,0
bỉm mềm . thấm hút oke so với tầm giá . có cánh ôm mông bé . ổn,1,0,0,1,0,0
"giao hàng nhanh , đóng_gói cẩn_thận , giá tốt , hy_vọng bé uống hợp sẽ ủng_hộ tiếp",1,0,0,0,1,0
"giao hàng nhanh , đóng_gói chắc_chắn",0,0,0,0,1,0
"đồ giao đầy_đủ , hạn sử_dụng xa , đóng_gói rất cẩn_thận , ( unpack còn mệt_nghỉ luôn á ) . giá tốt so với mặt_bằng chung . sẽ ủng_hộ tiếp ạ .",1,0,1,0,1,0
sữa rất thơm ngon hết_mình sẽ mua tiếp,0,0,0,1,0,0
đóng_gói cẩn_thận .,0,0,0,0,1,0
giao hàng quá chậm .,0,0,0,0,-1,0
đóng_gói cẩn_thận . 5 . cho shop,0,0,0,0,1,0
"thơm ngon nhé , con nhà m rất thích sẽ ủng_hộ shop",0,0,0,1,0,0
chất_lượng ok đã mua rất nhiều lần !,0,0,0,1,0,0
giao hơi lại ok,0,0,0,1,-1,0
"sản_phẩm tốt . giao hàng nhanh . mình đặt_hàng shop lần thứ 3 rồi . con mình dùng ổn . , shop hay gửi mã giảm_giá nên mua được giá hợp_lý .",1,0,0,1,1,0
hàng giao quá chậm_trễ,0,0,0,0,-1,0
ship nhanh như 1 cơn gió . giao đúng mẫu đúng màu . làm_ăn chuyên_nghiệp 😃,0,1,0,0,1,1
"đã mua 1 lần chất_lượng ok , lần trước đóng_gói không bị méo , lần này hơi bị ở phần đít méo nhẹ . shop cẩn_thận , tương_đối hài_lòng , sẽ còn ủng_hộ shop .",0,0,0,1,1,0
"mua nhiều lần của shop rồi . đóng hàng rất chuyên_nghiệp , giao nhanh , tem mác đầy_đủ . like !",0,0,0,0,1,1
giao hàng cực nhanh luon,0,0,0,0,1,0
"giao hàng nhanh , shop đóng_gói cẩn_thận . chất_lượng sản_phẩm tốt .",0,0,0,1,1,0
sản_phẩm ok . shop giao hàng .,0,0,0,1,1,0
"shop giao hàng nhanh , đóng_gói cũ , săn được sale , giá siêu hời , hàng hạn sử_dụng xa",1,0,1,0,1,0
"giao hàng tương_đối nhanh , chất_lượng chưa sử_dụng chưa review được",0,0,0,0,1,0
"shop đóng_gói cẩn_thận , giao hàng nhanh , hạn sử_dụng dài .",0,0,1,0,1,0
"hàng chính hãng , giao hàng nhanh",0,0,0,0,1,1
"đã nhận được hàng nhanh , giao hàng nhanh , giá rẻ hợn shop khác , 👍",1,0,0,0,1,0
đã nhận được hàng . đóng_gói sản_phẩm rất đẹp và chắc_chắn . cảm_ơn shop .,0,0,0,0,1,0
"check mã_vạch ok , nhưng hàng bị móp quá , không biết do bên vận_chuyển hay shop giao hàng bị móp",0,0,0,0,-1,1
giao hàng hơi lâu . hàng về chưa kiểm_tra bên trong nên chưa biết sao . nhưng mua của shop mấy lần cũng tạm dược,0,0,0,0,-1,0
"sữa đặt 30 / 10 thì 1 / 1 nhận được , sản_phẩm mua kèm sữa tắm thì được tách đơn hôm sau mới nhận đc . đóng_gói kỹ , sữa oki , balo km nhỏ xinh có 2 ngăn nhỏ thay_vì một ngăn to như các balo bị , nhưng khóa thấy mở hơi hóc tí , còn nói_chung ok !",0,1,0,1,1,0
"hàng y hình , giao hàng nhanh_chóng , shop gói hàng cẩn dài 202",0,0,1,0,1,1
đóng_gói rất cẩn_thận,0,0,0,0,1,0
"giao hàng nhanh , sản_phẩm tốt , đóng_gói chắc_chắn , phục_vụ tốt",0,1,0,1,1,0
bên giao hàng nhanh . shipper thân_thiện . hàng chuẩn . sẽ ủng_hộ shop lần sau,0,0,0,0,1,1
"sữa ngon , bé rất thích , ngọt nhẹ có_thể dùng cả ngày và đêm , shop đóng_gói cẩn_thận",0,0,0,1,1,0
ko có ảnh ở đây lấy tạm ảnh ! shop giao hàng nhanh đóng_gói đẹp ! sp hạn sử_dụng xa,0,0,1,0,1,0
"shop đóng_gói sản_phẩm cẩn_thận chắc_chắn , thời_gian giao hàng nhanh_chóng . shop phục_vụ rất tốt",0,1,0,0,1,0
hộp bị móp xí nhưng ok . hehe,0,0,0,0,-1,0
đã nhận được hàng . đóng_gói cẩn_thận . hàng chuẩn hay không thì chưa check : ),0,0,0,0,1,0
bỉm mỏng nhẹ thấm hút tốt nhưng không dùng qua đêm đc . mk dùng qua đêm bị tràn ướt hết q áo 😂,0,0,0,-1,0,0
"giao hàng siêu nhanh , đóng_gói cẩn_thận , hạn sử_dụng xa_tít_tắp , sẽ ủng_hộ tiếp",0,0,1,0,1,0
shop giao hàng nhanh . mà tiếc là mỗi người chỉ mua được 5 lon sữa với giá 538k hic .,0,0,0,0,1,0
mua của shop lần 3 rồi nên chất_lượng không cần bàn nũa ạ . lần này giao nhanh hơn,0,0,0,1,1,0
sản_phẩm hàng tương_đối chung là ôke . sẽ ủng_hộ shop nhiều,0,0,0,1,1,0
"hàng đóng_gói cẩn_thận mà hộp bị móp méo quá , shop giao cho m hộp méo từ khi chưa đóng_gói",0,-1,0,0,-1,0
"chất_lượng sản_phẩm tốt , đóng_gói đẹp , thời_gian giao hàng nhanh",0,0,0,1,1,0
"giao hàng nhanh , gói hàng cẩn_thận",0,0,0,0,1,0
"shop giao đủ sữa , đúng vị , hạn sử_dụng rất xa ^ bé nhà mình rất thích uống ^ sẽ tiếp_tục ủng_hộ shop",0,0,1,0,1,0
check mã_vạch thấy đúng . khui ra 1 lon cũng không thấy vón cục . lần sau ủng_hộ mua tiếp . đăng tạm cái ảnh của bé .,0,0,0,0,0,1
"sữa dễ uống , đã mua lần 2 của shop . giao hàng nhanh . 😍",0,0,0,1,1,0
sản_phẩm đúng như cáo chất_lượng tốt 5 sao,0,0,0,1,0,0
"mua nhiều lần shop đóng_hộp và đóng_gói rất cẩn_thận , không bị móp lọ , chất_lượng tốt",0,0,0,1,1,0
"giao hàng nhanh , đóng_gói sản_phẩm chắc_chắn , shop phục_vụ tốt .",0,1,0,0,1,0
giao hàng hơi lâu,0,0,0,0,-1,0
"giao hàng nhanh , mua được mã giảm_giá nên được giá tốt , chưa dùng nên chưa đánh_giá được chất_lượng",1,0,0,0,1,0
"đã mua lần 2 rồi nên không biết đánh ra sao luôn 👍 👍 👍 👍 👍 , giá thì ổn_áp hơn so với mấy shop khác , hi_vọng shop buôn_bán hàng chuẩn để các mẹ yên_tâm ủng_hộ lâu_dài nè",1,0,0,0,0,0
"sản_phẩm như hình , shop đóng_gói cẩn_thận , chất_lượng đảm_bảo hàng chính hãng , sẽ ủng_hộ shop dài",0,0,0,1,1,1
"shop giao hàng nhanh , đóng_gói cẩn_thận . date_dài , sẽ ủng_hộ thêm",0,0,1,1,1,0
giao hàng siêu nhanh . date cực xa,0,0,1,0,1,0
"date cao sữa mới , đóng_gói tốt . nhà bán hàng uy_tín . sẽ ủng_hộ shop tiếp 👍",0,1,1,0,1,0
"giao hàng nhanh , đóng_gói cẩn_thận . sẽ ủng_hộ tiếp .",0,0,0,0,1,0
bỉm_oke nha ship siêu nhanh sẽ quay lại mua dài_dài,0,0,0,1,1,0
"giao hàng nhanh , chất_lượng ok , giá_thành lại hợp_lý ! cám_ơn shop và tặng shop 5 ⭐ ️ nhé ❤ ️ ❤ ️ ❤ ️",1,0,0,1,1,0
"check được mã_vạch , chất_lượng thì chưa biết thế_nào , cũng hơ8 thắc_mắc vì giá khá rẻ so với những hộp mua . ảnh và video không liên_quan",1,0,0,0,0,1
"giao hàng nhanh . , giá tốt . , chưa dùng nên chưa biết chất_lượng .",1,0,0,0,1,0
"để hình không liên_quan chủ_yếu lấy xu , sản_phẩm_giá tốt hơn nhiều hàng hơi lâu nhưng vẫn để 5 * sẽ ủng_hộ các lần sau",1,0,0,0,-1,0
"mẫu mới , hạn sử_dụng mới , giá sale rẻ , đóng_gói cẩn_thận . rất hài_lòng",1,0,1,1,0,1
đóng_gói chắc_chắn . chưa dùng nên không biết thế_nào ! oke thì ủng_hộ shop dài,0,0,0,0,1,0
giao hàng cực nhanh . đóng_gói hàng chắc_chắn . sản_phẩm rất thơm bé rất thích . 5 sao *,0,0,0,1,1,0
"hà_nội giao hcm 3 ngày là nhận đc , giá ok , shop gói kĩ , mình không có thời_gian chụp nên hình mang tính_chất lấy xu , cám_ơn shop",1,0,0,0,1,0
shop phục_vụ nhiệt_tình . giao đúng mẫu đúng size . lần thứ n mua . vẫn cứ là oke,0,1,0,0,0,1
hàng bọc rất cẩn_thận . giống như quảng_cáo .,0,0,0,0,1,0
đặt shoppe mà thùng lazada nên hoang_mang xíu chất_lượng sản_phẩm tốt đóng_gói chắc_chắn giao nhanh,0,0,0,1,1,0
"sản_phẩm của shop hàng mới , shop xử_lý đơn hàng đảm_bảo cho khách . rất hài_lòng",0,1,0,1,0,0
giao hàng nhanh đóng_gói cẩn_thận,0,1,0,0,1,0
"đóng_gói đẹp , chắc_chắn . giao hàng nhanh . sữa chuẩn . hộp nguyên_vẹn không móp méo . đã mua sữa của shop nhiều rồi . k có gì để chê . tư_vấn nhiệt_tình .",0,1,0,1,1,1
shop giao hàng nhanh đóng_gói cẩn_thận,0,0,0,0,1,0
"hàng đóng_gói cẩn_thận , giao nhanh , đã mua của shop nhiều lần . sẽ tiếp_tục ủng_hộ shop dài_dài .",0,0,0,0,1,0
"chưa uống thử nhưng sản_phẩm hạn sử_dụng mới , bao_bì đóng_gói cẩn_thận",0,0,1,1,1,0
"shop đóng_gói rất cẩn_thận , giao hàng nhanh , sữa rất là oke luôn .",0,0,0,1,1,0
hạn sử_dụng có đến tháng 9 là hết hạn r,0,0,-1,0,0,0
"shop phuc vu nhiệt_tình , đóng_gói cẩn_thận",0,1,0,0,1,0
giao hàng chính hãng . đã mua n lần 😊,0,0,0,0,1,1
"đóng_gói cẩn_thận , hàng chuẩn , lần sau mua sẽ ủng_hộ shop tiếp .",0,0,0,0,1,1
"giao hàng nhanh , đóng_gói cẩn_thận , m mới mua lần đầu nên ko hiểu thấy vỏ hộp 2 loại khác nhau",0,0,0,0,1,0
chất_lượng oke nhé . vận_chuyển cũng khá nhanh . cặp thì thấy nhưng 2 sản_phẩm đi kèm không thấy đâu . thôi kệ vậy ủng_hộ shop .,0,-1,0,1,1,0
"bao_bì kiểu bóng mờ , hơi khác loại lần trước mình mua . không biết tnao .",0,0,0,0,0,-1
shop giao hàng nhanh . đóng_gói sản_phẩm rất cẩn_thận . hàng chuẩn . date xa . mình rất ưng_ý . sẽ quay lại đặt_hàng tiếp nhé shop . cảm_ơn vì sự nhiệt_tình của shop nhiều . mình báo mình cần gấp thế_là shop gửi cho luôn . vui lắm ý .,0,1,1,1,1,0
"sp ok , giao hàng nhanh , đóng_gói chắc_chắn , oke",0,0,0,0,1,0
"giao hàng nhanh . đóng_gói siêu cẩn_thận . , sữa chuẩn . , đã mua nhiều lần . và sẽ tiếp_tục mua 🥰",0,1,0,1,1,1
sữa thơm . bé nhà mình thích . mới dùng thử nên chưa biết rõ tác_dụng,0,0,0,1,0,0
sữa tốt giao hàng khá nhanh mình sẽ còn ủng_hộ shop 👍,0,0,0,1,1,0
"chất_lượng sản_phẩm rất tốt 👌 , với giá ưu_đãi đẹp gói kỹ ship nhanh tôi sẽ luôn yêu shop thôi",1,0,0,1,1,0
"mua 2 lon dùng thử . nói_chung hàng tốt , sản_phẩm giống hình .",0,0,0,0,0,1
"lần 2 mua của cứ hài_lòng như lần đầu . , ưng nhất việc shop giao hàng khá nhanh",0,0,0,0,1,0
shop giao đúng loại . giao hàng khá nhanh . đã mua của shop nhiều lần . bỉm khá hài_lòng,0,0,0,0,1,0
"sản_phẩm giống như hình , hạn_dùng tận năm hai nghìn không trăm hai mươi hai",0,0,1,1,0,1
sữa hạn sử_dụng xa . lần sau còn ủng_hộ shop nữa,0,0,1,0,0,0
hàng tốt . test mã_vạch được luôn . chính hãng . sữa nhạt_thanh,0,0,0,1,0,1
"giao không đúng vị . loãng hơn những chỗ khác , nhãn_mác cũng không giống chỗ khác nên không biết là hàng gì",0,0,0,-1,0,-1
giao hàng nhanh,0,0,0,0,1,0
"bỉm tốt , giá phải mua nha mọi người . đã mua ở đây mấy lần và săn sale ngày 12 / 12 nên được giá rẻ , tha_hồ dùng bỉm cho bé . cảm_ơn shop nhé .",1,0,0,1,0,0
đã mua của shop rồi . hàng chuẩn . giao hàng nhanh . sẽ tiếp_tục ủng_hộ shop,0,0,0,1,1,1
"shop ship hàng nhanh , sữa chuẩn chính hãng . date xa . đợt này mình săn sale nhiều shop nên lấy đại 1 hộp chụp hình thôi",0,0,1,0,1,1
đã nhận được hàng giao hàng nhanh_chóng . đóng_gói cẩn_thận chưa dùng thử bỉm nên không biết có oke k ?,0,0,0,0,1,0
giao hàng nhanh . đã mua lần thứ 2 nên rất hài_lòng . giá rẻ hơn nơi khác . sẽ ủng_hộ tiếp,1,0,0,0,1,0
đã nhận được hàng và ưng_ý với sản_phẩm . giá_thành phù_hợp với chất_lượng . hi_vọng sẽ tiếp_tục được mua những sản_phẩm tốt từ shop !,1,0,0,1,0,0
giao hàng nhanh chất_lượng sản_phẩm tốt,0,0,0,1,1,0
mua vài lần của shop rồi lần này thấy shop giao lâu hơn xíu mình không vội nên cũng chẳng sao . shop bọc hàng kĩ đóng_gói cẩn_thận nên cũng ưng,0,0,0,0,1,0
hình_ảnh không liên_quan lắm nhưng mình đã nhận được chuẩn hạn sử_dụng xa . tặng shop 5 sao,0,0,1,0,0,1
hàng tặng kèm rất rất xinh . sẽ ủng_hộ tiếp . thời_gian giao siêu nhanh,0,1,0,0,1,0
"shop gói hàng rất cẩn_thận , mua nhiều lần rồi , rất ưng , lần sau sẽ tiếp_tục ủng_hộ",0,0,0,1,1,0
mua lần thứ n lần nào cũng ưng sữa rẻ mà chuẩn đóng_gói cẩn_thận yêu quá 😘,1,0,0,0,1,0
"sản_phẩm đẹp , giá rẻ , giao hàng nhanh , sẽ ủng_hộ lần sau . cám_ơn shop",1,0,0,1,1,0
hàng chuẩn . mẫu mới . date mới đúng như mô_tả . giá rẻ so với chỗ khác,1,0,1,1,0,1
"chất_lượng tuyệt_vời , đóng_gói cẩn_thận , thời_gian giao hàng nhanh",0,0,0,1,1,0
"giao hàng nhanh_chóng , đặt hôm trước thì hôm sau nhận được hàng luôn , kịp cho bé nhà mình uống .",0,0,0,0,1,0
hạn sử_dụng dài . giao hàng nhanh và shop gói hàng quá cần thận . chúc shop đắt hàng !,0,0,1,1,1,0
shop giao đúng phân_loại sản_phẩm đã chọn . sản_phẩm giống y ảnh . đóng_gói sản_phẩm đẹp cẩn_thận . thời_gian giao hàng rất nhanh . mình rất hài_lòng,0,0,0,0,1,1
"hình_ảnh không liên_quan , về check đúng mã , chất_lượng chưa dùng nên chưa biết , giao hàng nhanh",0,0,0,0,1,1
"shop giao hàng nhanh , đóng_gói tốt . date 2022 . , săn deal giá tốt . mình mua dùm người chị nên không có hình",1,0,1,0,1,0
hàng mua sale giá siêu rẻ và ngon . hàng mua sale giá siêu rẻ và ngon .,1,0,0,0,0,0
"sản_phẩm tốt , hạn sử_dụng 202 , shop đóng_gói sản_phẩm chắc_chắn . rất hài_lòng .",0,0,1,1,1,0
đã mua hàng lần 3 . 2 hộp hơi móp chút nhug may là không bị trên nắp . tiếp_tục ủng_hộ shop nhé !,0,0,0,0,-1,0
"gói hàng cẩn_thận , chêm nhiều miếng xốp phía trong nên hàng giao không bị móp méo . nhiều bịch nhỏ , tiện_lợi , tiết_kiệm .",1,0,0,0,1,0
"sản_phẩm rất tốt , shop giao hàng rất nhanh , mình mua nhiều lần ở shop rồi , ủng_hộ dài_dài",0,0,0,1,1,0
"tg giao hàng hơi lâu , đóng_gói sản_phẩm chắc_chắn",0,0,0,0,-1,0
giao hàng nhanh . đóng_gói chắc_chắn . chất_lượng chưa kiểm_chứng,0,0,0,0,1,0
"đóng_gói cẩn_thận , chắc_chắn , hạn sử_dụng sữa xa , uống cũng ok .",0,0,1,1,1,0
sản_phẩm tốt ạ . mua được sale 11 / 1 nên rẻ hơn . đóng_gói chắn chắn . giao hơi lâu,1,0,0,1,-1,0
vẫn cứ mua hàng của shop thôi . rất tin_tưởng vào chất_lượng và dịch_vụ và giá_cả .,1,1,0,1,0,0
mình mua 3 lần ở đây rồi nên khá yên_tâm về chất_lượng . chúc shop vững uy_tín bền khách_hàng nha,0,0,0,1,0,0
"date xa , giá rẻ . thks shop . chúc shop đắt hàng . thks shop nhiều",1,0,1,1,0,0
"sữa đóng_gói cẩn_thận có bọc xốp tránh va_đập , hạn sử_dụng xa , chưa dùng nên chưa bóc và xem bên trong nhưng hy_vọng đồ_dùng cho con_nít thì sẽ là đồ uy_tín",0,0,1,0,1,0
giao hàng hơi chậm,0,0,0,0,-1,0
"bực_mình thật ý , mua bỉm quần mà ship cho bỉm dán , shop này bị mù à , điên đcđ , giao hàng thì rõ lâu mà ngay ở hà_nội , k cho sao nào mẹ mua hàng thì để_ý",0,-1,0,0,-1,0
hàng giao đúng như quảng_cáo . ko có kịp chụp hình lấy hình này sử_dụng đỡ .,0,0,0,0,0,1
"đã nhận được hàng rồi shop nhé . mua sữa được mã giảm rẻ hơn được mấy chục ngàn , quá đã . giao hàng hơi lâu một_chút nhưng không sao , mua được giá rẻ là quá ok rồi",1,0,0,0,-1,0
"giao hàng nhanh , đóng_góp cẩn_thận , không móp méo , hạn sử_dụng sử_dụng xa . chất_lượng sẽ đánh_giá sau kho sử_dụng .",0,0,1,0,1,0
"thời_gian giao hàng nhanh , chất_lượng đc , thời_gian giao hàng nhanh , chất_lượng được",0,0,0,1,1,0
"sp ok , không móp méo gì . good",0,0,0,1,1,0
"bên vận_chuyển hơi kém , sản_phẩm móp nhiều",0,0,0,0,-1,0
sản_phẩm giống hình . giao hàng nhanh . gói hàng ổn . sẽ tiếp_tục ủng_hộ,0,0,0,0,1,1
"sản_phẩm sử_dụng tốt , giá rẻ , shipper dễ_thương 💕",1,0,0,1,1,0
shop giao nhanh đóng chống sốc rất cẩn_thận cám_ơn shop nhiều nhé,0,0,0,0,1,0
"hàng chuẩn , hạn sử_dụng dài , giá rẻ . shop giao hàng siêu nhanh , rất hài_lòng . sẽ ủng_hộ shop .",1,0,1,1,1,1
"đã nhận được hàng , giá rẻ , dùng giúp tiết_kiệm 20.000 . thank",1,0,0,0,0,0
"shop gói hàng cẩn_thận , chất_lượng sản_phẩm tuyệt_vời , sẽ ủng_hộ shop nhiều lần nữa",0,0,0,1,1,0
sp ok giao hàng nhanh,0,0,0,1,1,0
"giao hàng nhanh , đúng sản_phẩm , shop nhiệt_tình , sẽ ủng_hộ tiếp shop",0,1,0,0,1,0
chất_lượng sản_phẩm tốt .,0,0,0,1,0,0
"chất_lượng sản_phẩm tốt , hạn sử_dụng dài . shop đóng_gói hàng cẩn_thận . mình sẽ còn ủng_hộ shop nhiều lần nữa .",0,0,1,1,1,0
chuẩn_bị hàng khá nhanh . hàng giao nhanh . chất_lượng chắc là ổn .,0,0,0,1,1,0
chất_lượng sản_phẩm tốt . shop đóng_gói cẩn_thận chu_đáo . date 12 / 2020,0,0,0,1,1,0
sữa đúng bé uống oke,0,0,0,1,0,0
"quên không chụp ảnh nên lấy tạm ảnh , shop bọc hàng siêu cẩn_thận ạ !",0,0,0,0,1,0
đóng_gói cẩn_thận,0,0,0,0,1,0
"mình đã mua lần 2 tại shop . sữa hạn sử_dụng xa , đóng_gói đẹp và chắc_chắn . giao hàng nhanh",0,0,1,0,1,0
"shop rất nhiệt_tình , ship siêu nhanh ạ a",0,1,0,0,1,0
shop tư_vấn nhiệt_tình . hỗ_trợ . đóng_gói cẩn_thận . sẽ ủng_hộ tiếp,0,1,0,0,1,0
shop giao hàng quá nhanh luôn . mua được giá sale lại thêm shope xu . còn có 350k 1 hôp sữa,1,0,0,0,1,0
"mua lần thứ 3 chất_lượng vẫn rất ok , săn sale giá rẻ lắm , good .",1,0,0,1,0,0
giao_hành nhanh . đóng_gói cẩn_thận . hi_vọng con hợp sữa giúp cao hơn .,0,0,0,0,1,0
"shop nhiệt_tình , mua bao nhiều lần của shop rồi , lần nào cũng ưng_ý hết , sẽ tiếp_tục ủng_hộ shop nữa",0,1,0,0,0,0
"hàng chuẩn , còn nguyên niêm_phong . shop giao hàng cũng nhanh , nhận lâu rồi mà bận quá nay mới được cho shop",0,0,0,0,1,1
"nhận được đóng_gói đầy_đủ , tư_vấn bực shiper tự_động delay giao hàng , và khi nhận thì thùng hàng rách be_bét , may không bị hỏng sữa hoặc rơi mất đồ . giao hàng nhanh dạo này chán quá 😤",0,1,0,0,-1,0
giao hàng nhanh .,0,0,0,0,1,0
